Year/Week,Year,Week,Mt. Baw Baw Visits,Mt. Baw Baw Maximum temperature (Degree C),Mt. Baw Baw Minimum temperature (Degree C),Mt. Baw Baw Rainfall amount (millimetres),Mt. Stirling Visits,Mt. Stirling Maximum temperature (Degree C),Mt. Stirling Minimum temperature (Degree C),Mt. Stirling Rainfall amount (millimetres),Mt. Hotham Visits,Mt. Hotham Maximum temperature (Degree C),Mt. Hotham Minimum temperature (Degree C),Mt. Hotham Rainfall amount (millimetres),Falls Creek Visits,Falls Creek Maximum temperature (Degree C),Falls Creek Minimum temperature (Degree C),Falls Creek Rainfall amount (millimetres),Mt. Buller Visits,Mt. Buller Maximum temperature (Degree C),Mt. Buller Minimum temperature (Degree C),Mt. Buller Rainfall amount (millimetres),Selwyn Visits,Selwyn Maximum temperature (Degree C),Selwyn Minimum temperature (Degree C),Selwyn Rainfall amount (millimetres),Thredbo Visits,Thredbo Maximum temperature (Degree C),Thredbo Minimum temperature (Degree C),Thredbo Rainfall amount (millimetres),Perisher Visits,Perisher Maximum temperature (Degree C),Perisher Minimum temperature (Degree C),Perisher Rainfall amount (millimetres),Charlotte Pass Visits,Charlotte Maximum temperature (Degree C),Charlotte Minimum temperature (Degree C),Charlotte Rainfall amount (millimetres),Average Pass Visits,Average Maximum temperature (Degree C),Average Minimum temperature (Degree C),Average Rainfall amount (millimetres)
2021/4,2021,4,8833,1.657142857,-1.428571429,3.085714286,315,0.528571429,-2.628571429,3.114285714,28047,-0.3,-3.385714286,3.914285714,31297,0.657142857,-2.8,3.371428571,39561,0.528571429,-2.628571429,3.114285714,6070,3.742857143,-0.357142857,3.257142857,32789,-0.042857143,-3.614285714,0.971428571,43413,2.471428571,-3.257142857,4.257142857,2355,1.214285714,-3.435714286,2.614285714,21408.88889,1.161904762,-2.615079365,3.077777778
2021/5,2021,5,11910,2.971428571,-1.3,0.2,697,2.128571429,-2.242857143,1.571428571,35270,0.485714286,-3.485714286,0.257142857,36763,1.985714286,-2.328571429,1.057142857,53339,2.128571429,-2.242857143,1.571428571,8018,5.857142857,-0.028571429,1.257142857,42107,0.585714286,-4.9,0,55654,3.871428571,-5.571428571,0,3029,2.228571429,-5.235714286,0,27420.77778,2.471428571,-3.037301587,0.657142857
2021/6,2021,6,2430,1.014285714,-1.642857143,8.228571429,103,0.385714286,-2.7,3.257142857,13693,-0.542857143,-3.571428571,11.25714286,14100,-0.171428571,-2.8,8.828571429,26598,0.385714286,-2.7,3.257142857,3099,1.542857143,-1.128571429,9.657142857,17062,-0.971428571,-3.785714286,4.314285714,22523,0.671428571,-2.814285714,19.37142857,1219,-0.15,-3.3,11.84285714,11203,0.24047619,-2.715873016,8.89047619
2021/7,2021,7,3,0.671428571,-3.185714286,6.485714286,0,-0.357142857,-3.971428571,9.085714286,6750,-1.442857143,-4.557142857,9.828571429,7500,-0.7,-4.314285714,6,7908,-0.357142857,-3.971428571,9.085714286,1186,1.914285714,-2.642857143,10.08571429,6387,-1.7,-5.2,0,8333,0.914285714,-4.528571429,16.2,468,-0.392857143,-4.864285714,8.1,4281.666667,-0.161111111,-4.137301587,8.319047619
2021/8,2021,8,3274,1.957142857,-1.785714286,4.742857143,468,0.4,-2.9,7.514285714,18858,-0.228571429,-3.6,7.342857143,22133,0.614285714,-2.771428571,6.171428571,31619,0.4,-2.9,7.514285714,4115,3.314285714,-0.571428571,6.257142857,22563,-1.757142857,-5.014285714,0,29825,2.528571429,-2.857142857,12.62857143,1653,0.385714286,-3.935714286,6.314285714,14945.33333,0.846031746,-2.926190476,6.498412698
2021/9,2021,9,1757,2.628571429,-1.071428571,5.542857143,774,1.271428571,-2.257142857,3.057142857,27982,0.585714286,-3.114285714,2.057142857,9250,1.6,-2.6,2.485714286,25906,1.271428571,-2.257142857,3.057142857,3478,3.642857143,-0.371428571,5.285714286,19180,1.642857143,-4.1,0.571428571,25409,5.085714286,-2.1,3.171428571,1388,3.364285714,-3.1,1.871428571,12791.55556,2.343650794,-2.33015873,3.011111111
2021/10,2021,10,2392,3.371428571,-0.728571429,4.714285714,834,1.857142857,-1.585714286,2.6,16215,0.471428571,-2.571428571,1.714285714,14152,1.8,-2.157142857,1.6,16707,1.857142857,-1.585714286,2.6,2706,4.814285714,-0.242857143,3.228571429,14564,3.3,-1.6,0,19460,3.242857143,-3.042857143,7.457142857,1036,3.271428571,-2.321428571,3.728571429,9785.111111,2.665079365,-1.75952381,3.071428571
2021/11,2021,11,1948,4.628571429,0.071428571,8.457142857,0,2.757142857,-1.042857143,2.628571429,15773,1.442857143,-1.771428571,6.4,16893,2.742857143,-1.114285714,4.428571429,15200,2.757142857,-1.042857143,2.628571429,2680,7.442857143,1.728571429,4.085714286,14342,2.242857143,-1.457142857,4.4,18796,5.242857143,-0.871428571,7.285714286,1046,3.742857143,-1.164285714,5.842857143,9630.888889,3.666666667,-0.74047619,5.128571429
2021/12,2021,12,0,2.685714286,-1.628571429,6.457142857,0,1.4,-2.771428571,2.371428571,4200,0.257142857,-3.514285714,1.571428571,10746,0.971428571,-2.985714286,3.514285714,5401,1.4,-2.771428571,2.371428571,1102,5.6,-0.614285714,3.457142857,5792,0.957142857,-4.2,1.771428571,7640,3.014285714,-2.571428571,4.857142857,424,1.985714286,-3.385714286,3.314285714,3922.777778,2.03015873,-2.715873016,3.298412698
2021/13,2021,13,0,7.028571429,2.328571429,16.57142857,15,6.057142857,1.314285714,0,4200,4.6,-0.057142857,11.94285714,7505,5.442857143,0.9,12.34285714,3732,6.057142857,1.314285714,0,806,9.828571429,3.542857143,11.65714286,4411,4.2,-1.142857143,16.94285714,5871,7.428571429,1.185714286,11.54285714,329,5.814285714,0.021428571,14.24285714,2985.444444,6.273015873,1.045238095,10.58253968
2021/14,2021,14,176,6.428571429,-1.328571429,1.885714286,33,6.471428571,-0.542857143,0,5617,3.357142857,-1.471428571,0.428571429,7698,4.5,-1.071428571,1.4,176,6.471428571,-0.542857143,0,742,8.642857143,1.828571429,1.142857143,3909,3.142857143,-1.528571429,0.685714286,5192,5.9,-0.4,2.228571429,286,4.521428571,-0.964285714,1.457142857,2647.666667,5.492857143,-0.669047619,1.025396825
2021/15,2021,15,475,4.114285714,-1.685714286,11.97142857,618,3.614285714,-1.928571429,0,11309,1.928571429,-2.6,13.08571429,5282,2.885714286,-2,12.94285714,5975,3.614285714,-1.928571429,0,1282,6.4,0.628571429,6.285714286,6774,2.371428571,-3.871428571,9.142857143,8958,4.828571429,-2.385714286,18.85714286,504,3.6,-3.128571429,14,4575.222222,3.706349206,-2.1,9.587301587
2022/1,2022,1,8513,1.142857143,-1.714285714,5.942857143,1038,0.028571429,-3.2,1.285714286,16726,-1.057142857,-4.371428571,0.114285714,16216,0.342857143,-4.342857143,2.542857143,27665,0.028571429,-3.2,1.285714286,5144,2.471428571,-2.171428571,4.571428571,28482,-0.685714286,-4.685714286,0.142857143,37439,2.428571429,-4.042857143,1.285714286,2109,0.871428571,-4.364285714,0.714285714,15925.77778,0.619047619,-3.565873016,1.987301587
2022/2,2022,2,6516,3.371428571,0.3,5.742857143,711,2.342857143,-1.057142857,12.48571429,17273,0.9,-1.785714286,7.914285714,11828,2.385714286,-1.414285714,6.942857143,33328,2.342857143,-1.057142857,12.48571429,5403,5.057142857,0.071428571,5.771428571,28805,1.7,-3.385714286,3.885714286,38068,4.357142857,-3.6,6.828571429,2110,3.028571429,-3.492857143,5.357142857,16004.66667,2.831746032,-1.713492063,7.49047619
2022/3,2022,3,5609,2.7,-1.057142857,5.371428571,426,2.214285714,-1.971428571,13.11428571,17846,1.728571429,-3.085714286,7.714285714,21374,2.142857143,-2.628571429,5.828571429,36352,2.214285714,-1.971428571,13.11428571,5887,3.685714286,0.1,2,32323,1.514285714,-3.514285714,1.4,42997,3.342857143,-2.514285714,2.028571429,2385,2.428571429,-3.014285714,1.714285714,18355.44444,2.441269841,-2.184126984,5.80952381
2022/4,2022,4,10614,4.657142857,-1.628571429,0,984,6.242857143,-0.242857143,0,32710,2.1,-4.228571429,0.4,31895,2.614285714,-3.557142857,1.085714286,58192,6.242857143,-0.242857143,0,9683,3.428571429,-0.614285714,0.485714286,51793,1.428571429,-4.571428571,0.371428571,68311,1.842857143,-2.928571429,1.8,3705,1.635714286,-3.75,1.085714286,29765.22222,3.354761905,-2.418253968,0.580952381
2022/5,2022,5,11092,0.571428571,-1.342857143,6.828571429,1071,0.142857143,-2.871428571,2.114285714,39827,-1.1,-3.971428571,0.714285714,36797,-0.5,-3.8,1.342857143,65372,0.142857143,-2.871428571,2.114285714,10791,3.028571429,-1.414285714,1.4,58950,-0.985714286,-5.371428571,0.314285714,77499,1.971428571,-5.657142857,0.714285714,4232,0.492857143,-5.514285714,0.514285714,33959,0.418253968,-3.646031746,1.784126984
2022/6,2022,6,9082,0.757142857,-3.571428571,9.457142857,660,0.071428571,-5.228571429,3.028571429,34135,-1.457142857,-6.1,0.085714286,40770,-0.314285714,-5.771428571,0.714285714,49092,0.071428571,-5.228571429,3.028571429,9436,2.7,-2.642857143,2.142857143,50846,-1.414285714,-6.657142857,1.2,66744,1.285714286,-6.642857143,8.771428571,3615,-0.064285714,-6.65,4.985714286,29375.55556,0.181746032,-5.388095238,3.712698413
2022/7,2022,7,8570,4.957142857,-0.2,3.942857143,1158,2.9,-0.5,3.714285714,34204,1.757142857,-2.257142857,4.971428571,38308,2.785714286,-1.3,5.2,49631,2.9,-0.5,3.714285714,9266,5.757142857,0.671428571,3.542857143,50463,1.1,-3.728571429,3.257142857,66904,3.871428571,-2.171428571,2.971428571,3723,2.485714286,-2.95,3.114285714,29136.33333,3.168253968,-1.437301587,3.825396825
2022/8,2022,8,7825,2.142857143,-2.557142857,7.542857143,1032,1.014285714,-2.985714286,10.6,32560,0.271428571,-4.3,5.914285714,35915,0.942857143,-3.571428571,2.771428571,50634,1.014285714,-2.985714286,10.6,9018,4.071428571,-1.328571429,5.8,48895,0.257142857,-5.114285714,4.8,64587,2.771428571,-3.357142857,13.37142857,3536,1.514285714,-4.235714286,9.085714286,28222.44444,1.555555556,-3.381746032,7.831746032
2022/9,2022,9,7810,2.414285714,-1.071428571,4.228571429,819,1.142857143,-1.728571429,5.085714286,34634,5.6,-3.3,2.6,39378,0.9,-2.614285714,16.02857143,40367,1.142857143,-1.728571429,5.085714286,8602,4.914285714,0.228571429,10.48571429,46293,0.1,-4.285714286,18.97142857,60980,2.757142857,-3.828571429,26.25714286,3441,1.428571429,-4.057142857,22.61428571,26924.88889,2.266666667,-2.487301587,12.37301587
2022/10,2022,10,6587,3.4,-0.742857143,10.51428571,1314,2.371428571,-1.871428571,8.885714286,37253,4.985714286,-3.185714286,1.657142857,41541,1.014285714,-2.071428571,4.028571429,44242,2.371428571,-1.871428571,8.885714286,9356,3.9,0,6.657142857,49363,-0.071428571,-3.514285714,3.542857143,65991,2.685714286,-2.314285714,12.31428571,3634,1.307142857,-2.914285714,7.928571429,28809,2.44047619,-2.053968254,7.157142857
2022/11,2022,11,7939,1.628571429,-2.614285714,15.45714286,1577,0.428571429,-3.242857143,11.45714286,34672,-0.3,-4.185714286,9.2,44226,0.257142857,-3.628571429,11.6,43874,0.428571429,-3.242857143,11.45714286,9146,3.385714286,-0.857142857,7.628571429,49801,-0.528571429,-4.514285714,6.342857143,65880,1.885714286,-3.5,14.25714286,3603,0.678571429,-4.007142857,10.3,28968.66667,0.873809524,-3.31031746,10.85555556
2022/12,2022,12,6782,6.642857143,0.185714286,10.14285714,975,5.685714286,-0.4,6.085714286,33389,4.014285714,-0.628571429,1.685714286,44959,4.242857143,-0.914285714,8.285714286,44775,5.685714286,-0.4,6.085714286,9077,8.057142857,1.357142857,2.285714286,49543,2.557142857,-3.4,3.514285714,65716,7.1,-2.2,3.171428571,3644,4.828571429,-2.8,3.342857143,28762.22222,5.423809524,-1.022222222,4.955555556
2022/13,2022,13,4750,4.528571429,-2.228571429,3.942857143,609,3.128571429,-1.814285714,1.6,29398,3.8,0.6,0,35811,3.157142857,-3.142857143,0.171428571,30766,3.128571429,-1.814285714,1.6,6969,8.042857143,-0.414285714,0,37838,3.442857143,-5.357142857,0.085714286,49749,5.314285714,-4.957142857,0.6,2794,4.378571429,-5.157142857,0.342857143,22076,4.324603175,-2.698412698,0.926984127
2022/14,2022,14,3009,2.557142857,-0.757142857,10.08571429,357,1.971428571,-1.728571429,15.4,21856,3.8,0.6,1.742857143,30281,1.728571429,-2.457142857,6.657142857,21896,1.971428571,-1.728571429,15.4,5298,6.242857143,0.685714286,5.542857143,28277,1.571428571,-3.271428571,5.057142857,37395,4.171428571,-2.442857143,3.685714286,2038,2.871428571,-2.857142857,4.371428571,16711.88889,2.987301587,-1.550793651,7.549206349
2022/15,2022,15,2262,5.471428571,0,7,85,2.9,-1.385714286,7.971428571,18981,3.8,0.6,6.285714286,26821,2.628571429,-1.585714286,7.742857143,19427,2.9,-1.385714286,7.971428571,4557,6.828571429,1,11.25714286,24771,2.028571429,-3,5.257142857,32777,5.3,-0.928571429,21.25714286,1829,3.664285714,-1.964285714,13.25714286,14612.22222,3.946825397,-0.961111111,9.777777778
2023/1,2023,1,1218,2.471428571,-1.128571429,4.628571429,54,1.185714286,-1.514285714,10.28571429,5318,0.8,-1.971428571,6.2,7332,0.914285714,-1.8,6.857142857,10172,1.185714286,-1.514285714,10.28571429,1591,4.214285714,0.385714286,8.571428571,8545,0.857142857,-3.085714286,7.371428571,11226,3,-2.2,14.05714286,605,1.928571429,-2.642857143,10.71428571,5117.888889,1.83968254,-1.719047619,8.774603175
2023/2,2023,2,2458,1.157142857,-2.285714286,7.657142857,82,-0.342857143,-3.2,6.971428571,8241,1.3,-1.5,0.742857143,7029,-0.142857143,-3.071428571,6.8,12397,-0.342857143,-3.2,6.971428571,1932,3.5,-1.071428571,4.657142857,10240,-0.914285714,-4.185714286,0.771428571,13577,2.014285714,-3.928571429,4.142857143,741,0.55,-4.057142857,2.457142857,6299.666667,0.753174603,-2.944444444,4.574603175
2023/3,2023,3,7129,0.628571429,-1.642857143,6.228571429,422,-0.2,-2.585714286,1.371428571,18549,1.3,-1.5,0.028571429,16737,-0.671428571,-3.385714286,0.428571429,23839,-0.2,-2.585714286,1.371428571,4120,1.114285714,-0.957142857,8.571428571,21673,-1.657142857,-4.571428571,3.742857143,28654,0.271428571,-2.685714286,16.28571429,1607,-0.692857143,-3.628571429,10.01428571,13636.66667,-0.011904762,-2.615873016,5.338095238
2023/4,2023,4,17116,3.728571429,-0.157142857,3.8,710,2.971428571,-0.9,9.514285714,33179,2.442857143,-1.328571429,8.571428571,29896,2.628571429,-1.871428571,9.828571429,49596,2.971428571,-0.9,9.514285714,8400,5.385714286,0.814285714,4.142857143,44587,0.728571429,-3.514285714,3,59114,4.542857143,-1.657142857,4.2,3258,2.635714286,-2.585714286,3.6,27317.33333,3.115079365,-1.344444444,6.241269841
2023/5,2023,5,14690,3.1,-0.628571429,3.2,678,1.871428571,-1.442857143,10.8,34315,0.328571429,-2.228571429,6.428571429,34384,1.571428571,-2.071428571,6.171428571,58139,1.871428571,-1.442857143,10.8,9149,3.714285714,-0.042857143,7.485714286,49756,0.671428571,-3.014285714,1.714285714,66365,3.014285714,-1.428571429,11.34285714,3688,1.842857143,-2.221428571,6.528571429,30129.33333,1.998412698,-1.613492063,7.163492063
2023/6,2023,6,9419,4.557142857,-0.771428571,1.714285714,844,3.828571429,-1.571428571,0.285714286,44648,1.414285714,-2.457142857,0.542857143,39352,2.714285714,-1.628571429,0.457142857,51039,3.828571429,-1.571428571,0.285714286,8950,6.642857143,0.671428571,0.142857143,48555,3.214285714,-3.357142857,0.228571429,63478,5.142857143,-2.642857143,0.257142857,3573,4.178571429,-3,0.242857143,29984.22222,3.946825397,-1.814285714,0.461904762
2023/7,2023,7,10343,5.014285714,-0.128571429,2.8,589,3.842857143,-1.628571429,1.942857143,35497,2.214285714,-2.2,0.314285714,39492,3.714285714,-1.8,0.485714286,46314,3.842857143,-1.628571429,1.942857143,8106,7.2,0.342857143,0.742857143,44316,3.014285714,-4.114285714,0.171428571,58267,5.7,-4.628571429,0.514285714,3165,4.357142857,-4.371428571,0.342857143,27343.22222,4.322222222,-2.23968254,1.028571429
2023/8,2023,8,10041,5.8,1.057142857,1.428571429,673,3.871428571,0.257142857,4.228571429,34086,2.871428571,-0.514285714,4.771428571,35667,3.242857143,-0.128571429,4.085714286,46474,3.871428571,0.257142857,4.228571429,7770,7.728571429,2.485714286,3.342857143,42124,3.557142857,-1.071428571,1.142857143,55647,5.571428571,0.2,4.685714286,3090,4.564285714,-0.435714286,2.914285714,26174.66667,4.564285714,0.234126984,3.425396825
2023/9,2023,9,7015,5.257142857,0.142857143,1.685714286,1387,4.857142857,-0.228571429,4.371428571,34067,3.628571429,-1.1,4.742857143,39490,4.285714286,-0.671428571,5.371428571,40587,4.857142857,-0.228571429,4.371428571,7424,8.028571429,2.042857143,2.714285714,39758,4.242857143,-2.114285714,5.142857143,52481,6.585714286,-2.057142857,3.914285714,2884,5.414285714,-2.085714286,4.528571429,25010.33333,5.23968254,-0.7,4.093650794
2023/10,2023,10,7481,1.914285714,-1.928571429,2.828571429,1495,2.1,-2.9,3.571428571,35521,0.8,-3.542857143,1.971428571,43353,2,-3.142857143,1.885714286,37635,2.1,-2.9,3.571428571,7666,6.3,-0.671428571,1.885714286,40626,1.028571429,-4.571428571,1.057142857,54314,4.057142857,-4.5,1.428571429,2901,2.542857143,-4.535714286,1.242857143,25665.77778,2.538095238,-3.188095238,2.16031746
2023/11,2023,11,4999,5.442857143,-0.571428571,6.857142857,2050,4.7,-0.942857143,4.885714286,37115,3.914285714,-1.557142857,4.571428571,42005,3.828571429,-1.285714286,4.142857143,36754,4.7,-0.942857143,4.885714286,7581,6.742857143,0.442857143,3.942857143,40364,3.7,-2.2,3.4,53176,6.814285714,-2.028571429,6.857142857,2949,5.257142857,-2.114285714,5.128571429,25221.44444,5.011111111,-1.244444444,4.963492063
2023/12,2023,12,3680,7.042857143,2.085714286,6.2,906,6.571428571,0.814285714,3.457142857,30944,5.142857143,0.071428571,3.228571429,36988,5.914285714,0.814285714,4.4,33923,6.571428571,0.814285714,3.457142857,6278,9.614285714,2.885714286,2.628571429,34371,4.6,-0.1,3.057142857,45383,7.514285714,-0.171428571,3.657142857,2480,6.057142857,-0.135714286,3.357142857,21661.44444,6.558730159,0.786507937,3.715873016
2023/13,2023,13,1265,8.657142857,-0.214285714,5.6,1069,7.242857143,-0.785714286,3.742857143,22969,8.757142857,0.1,0.228571429,28811,7.257142857,-1.242857143,1.485714286,18840,7.242857143,-0.785714286,3.742857143,4244,10.47142857,1.442857143,0.4,23161,5.9,-5.971428571,0.857142857,30430,9.814285714,-1.928571429,1.485714286,1650,7.857142857,-3.95,1.171428571,14715.44444,8.133333333,-1.481746032,2.079365079
2023/14,2023,14,0,6.542857143,0.385714286,4.628571429,0,6.1,-0.385714286,4.971428571,15149,9.3,1.2,4.114285714,22814,6.385714286,-1.042857143,4.685714286,9166,6.1,-0.385714286,4.971428571,2733,8.5,1.071428571,2.914285714,14628,5.9,-6.3,5.285714286,19256,7.957142857,-2.714285714,7.8,1037,6.928571429,-4.507142857,6.542857143,9420.333333,7.079365079,-1.408730159,5.101587302
2023/15,2023,15,0,10.82857143,5.385714286,4.142857143,0,10.92857143,5.014285714,2.828571429,9148,9.3,1.2,3.485714286,16476,10.38571429,4.485714286,1.8,6355,10.92857143,5.014285714,2.828571429,1865,15.35714286,8.228571429,0.571428571,9901,5.9,-6.3,1.514285714,13110,12.84285714,5.942857143,2.114285714,705,9.371428571,-0.178571429,1.814285714,6395.555556,10.64920635,3.199206349,2.344444444
2024/1,2024,1,1558,1.814285714,-1.5,10.51428571,0,3.657142857,-2.4,8.4,2079,2.114285714,-3.171428571,8.028571429,5511,2.585714286,-2.785714286,6.542857143,5726,3.657142857,-2.4,8.4,990,4.285714286,-0.385714286,10.08571429,5493,1.757142857,-3.271428571,5.571428571,7198,3.657142857,-2.9,15.02857143,392,2.707142857,-3.085714286,10.3,3216.333333,2.915079365,-2.433333333,9.207936508
2024/2,2024,2,1546,1.771428571,-2.757142857,2.457142857,12,2.328571429,-3.342857143,0.371428571,4269,0.457142857,-4.985714286,0,5506,1.257142857,-4.728571429,0.514285714,8215,2.328571429,-3.342857143,0.371428571,1264,5.128571429,-2,0.428571429,6847,-0.7,-6.071428571,0.171428571,9075,2.128571429,-6.385714286,0.771428571,505,0.714285714,-6.228571429,0.471428571,4137.666667,1.712698413,-4.426984127,0.617460317
2024/3,2024,3,1695,3.057142857,-1,1.428571429,106,1.5,-1.971428571,3.657142857,6033,0.585714286,-2.942857143,2.542857143,6501,0.957142857,-2.257142857,2.428571429,11786,1.5,-1.971428571,3.657142857,1686,4.857142857,0.4,0.542857143,9071,0.371428571,-3.557142857,1.942857143,12013,3.142857143,-2.457142857,3.885714286,677,1.757142857,-3.007142857,2.914285714,5507.555556,1.96984127,-2.084920635,2.555555556
2024/4,2024,4,4457,3.157142857,-2,6.428571429,122,2.757142857,-2.742857143,2.6,11558,0.357142857,-4.985714286,2.542857143,19666,1.142857143,-3.914285714,3.057142857,24083,2.757142857,-2.742857143,2.6,3662,4.728571429,-1.514285714,2.8,20186,-0.714285714,-7.8,2.6,26583,3.085714286,-6.657142857,8.057142857,1460,1.185714286,-7.228571429,5.328571429,12419.66667,2.050793651,-4.398412698,4.001587302
2024/5,2024,5,11079,4.057142857,0.757142857,14.68571429,426,2.228571429,-1.114285714,5.457142857,27353,1.757142857,-1.642857143,3.885714286,40093,4.271428571,-1.157142857,0.2,50827,2.228571429,-1.114285714,5.457142857,8563,6.571428571,1.042857143,3.828571429,45827,2.228571429,-2.471428571,1.228571429,60244,4.728571429,-2.414285714,0.542857143,3268,3.478571429,-2.442857143,0.885714286,27520,3.505555556,-1.173015873,4.019047619
2024/6,2024,6,9830,0.442857143,-2.685714286,30.91428571,122,-0.4,-3.885714286,3.114285714,31258,-1.242857143,-5.142857143,3.571428571,46620,-0.3,-4.828571429,6.142857143,53357,-0.4,-3.885714286,3.114285714,8932,1.014285714,-2.3,2.857142857,48866,-1.628571429,-5.285714286,2.342857143,64682,0.585714286,-4.028571429,10.02857143,3602,-0.521428571,-4.657142857,6.185714286,29696.55556,-0.272222222,-4.077777778,7.585714286
2024/7,2024,7,9456,3.314285714,-0.514285714,5.542857143,1403,1.485714286,-2.057142857,9.971428571,36427,-0.114285714,-2.771428571,7.514285714,43349,0.4,-3.114285714,2.571428571,45399,1.485714286,-2.057142857,9.971428571,8530,3.814285714,-0.185714286,10.17142857,46149,0.671428571,-4.157142857,3.485714286,60369,3.6,-1.514285714,11.08571429,3271,2.135714286,-2.835714286,7.285714286,28261.44444,1.865873016,-2.134126984,7.511111111
2024/8,2024,8,8513,4.257142857,-2.057142857,7.8,1596,1.828571429,-3.785714286,2.485714286,24401,-0.271428571,-5.571428571,1.028571429,43812,2.442857143,-2.185714286,0.028571429,49676,1.828571429,-3.785714286,2.485714286,8160,4.085714286,-3.071428571,2.228571429,43752,-0.057142857,-7.542857143,0.657142857,57846,3.257142857,-7.085714286,1.742857143,3164,1.6,-7.314285714,1.2,26768.88889,2.107936508,-4.711111111,2.184126984
2024/9,2024,9,9635,3.942857143,-0.557142857,0.142857143,2097,2.028571429,-1.7,1.171428571,25904,1.371428571,-3.385714286,0.971428571,49697,1.614285714,-1.985714286,0.685714286,49587,2.028571429,-1.7,1.171428571,8533,5.457142857,0.542857143,0.057142857,46790,2.342857143,-4.371428571,0,62142,4.728571429,-4.457142857,0,3457,3.535714286,-4.414285714,0,28649.11111,3.005555556,-2.447619048,0.466666667
2024/10,2024,10,8121,8.885714286,3.185714286,0.628571429,1632,6.128571429,2.271428571,1.742857143,25139,4.857142857,1.371428571,4.685714286,38756,5.414285714,1.171428571,2.171428571,50031,6.128571429,2.271428571,1.742857143,7668,9.914285714,4.157142857,3.2,41927,4.328571429,-0.842857143,2.514285714,55118,7.771428571,-0.114285714,2.314285714,3084,6.05,-0.478571429,2.414285714,25719.55556,6.608730159,1.443650794,2.379365079
2024/11,2024,11,5977,6.157142857,1.385714286,3.742857143,1416,4.885714286,0.828571429,6.314285714,24260,3.471428571,-0.057142857,7.285714286,38541,3.828571429,0.342857143,4.971428571,43387,4.885714286,0.828571429,6.314285714,6859,8.6,2.628571429,3.2,37608,3.5,-0.7,4.257142857,49136,6.3,0.085714286,4.2,2667,4.9,-0.307142857,4.228571429,23316.77778,5.16984127,0.55952381,4.946031746
2024/12,2024,12,3597,5.428571429,0.928571429,3.371428571,701,4.257142857,0.157142857,6.228571429,19289,2.871428571,-0.614285714,14.71428571,42101,3.214285714,-0.157142857,10.71428571,36668,4.257142857,0.157142857,6.228571429,5969,7.242857143,1.928571429,3.885714286,33208,2.5,-1.171428571,9.914285714,43382,4.585714286,0.671428571,13.25714286,2392,3.542857143,-0.25,11.58571429,20811.88889,4.211111111,0.183333333,8.877777778
2024/13,2024,13,1500,7.142857143,-0.1,7.228571429,213,6.1,-0.671428571,6.342857143,14487,4.714285714,-1.357142857,5.171428571,25252,5.771428571,-0.514285714,5.657142857,15415,6.1,-0.671428571,6.342857143,3351,8.971428571,2.085714286,2.685714286,18120,4.614285714,-0.7,3.371428571,23908,7.985714286,0.671428571,5.857142857,1323,6.3,-0.014285714,4.614285714,11507.66667,6.411111111,-0.141269841,5.252380952
2024/14,2024,14,0,5.628571429,0.528571429,6.542857143,0,5.728571429,-0.571428571,3.771428571,2700,4.628571429,-1,4.228571429,17137,5.9,-0.585714286,3.171428571,0,5.728571429,-0.571428571,3.771428571,1177,8.728571429,2.142857143,3.457142857,6270,5.857142857,-1.242857143,1.628571429,8244,8.971428571,-0.728571429,0.771428571,454,7.414285714,-0.985714286,1.2,3998,6.50952381,-0.334920635,3.171428571
2024/15,2024,15,0,2.085714286,-2.028571429,13.22857143,0,2.071428571,-3.185714286,5.057142857,0,1.671428571,-4.128571429,4.342857143,12950,2.642857143,-3.614285714,4.714285714,0,2.071428571,-3.185714286,5.057142857,745,5.985714286,-0.842857143,3.314285714,4103,0.871428571,-4.257142857,2.285714286,5336,4.014285714,-2.957142857,5.085714286,294,2.442857143,-3.607142857,3.685714286,2603.111111,2.650793651,-3.08968254,5.196825397
